comment_text,user_id,date_created,num_likes,num_replies,source,clean_comment,evidence_labels,is_evidence
Trade with @Karen_Kimberly_fx.,Jac███lin███,"""2024-08-29T21:49:17.000Z""",0,0,tiktok,trade with karenkimberlyfx,[],0
"The ECB should lower interest rates further but probably won’t need to take them to levels that would stimulate economic expansion, according to Governing Council member Martins Kazaks",bus███ss,"""2024-12-15T08:09:38.000Z""",24,7,twitter,the ecb should lower interest rates further but probably wont need to take them to levels that would stimulate economic expansion according to governing council member martins kazaks,[],0
"The gearboxes of MotoGP bikes are insane. Watching a MotoGP bike live on circuit, compared to an normal roadbike is crazy.",___███2_2███,2024-11-11T19:16:43.000Z,10,1,instagram,the gearboxes of motogp bikes are insane watching a motogp bike live on circuit compared to an normal roadbike is crazy,[],0
"Looking ahead to our last game of 2024. 🔜✨

#UWCL",Che███aFC███,"""2024-12-15T14:38:36.000Z""",5101,43,twitter,looking ahead to our last game of uwcl,[],0
From the river to the sea Palestine will be free 🇵🇸 we stand with Palestine ❤️🌱,adi███arc███,2024-10-14T19:29:41.000Z,2,1,instagram,from the river to the sea palestine will be free we stand with palestine,[],0
"You'll want to tune in for this one! 

@ManelKape vs Bruno Silva

[ #UFCTampa is LIVE on @ESPNPlus &amp; ESPN2 ]",ufc,"""2024-12-15T05:06:22.000Z""",231,54,twitter,youll want to tune in for this one manelkape vs bruno silva ufctampa is live on espnplus amp espn,[],0
"The incompetence by AT&T continues to surprise me.  I spent an hour on hold being passed between 4 different people this morning, each claiming they would connect me to the correct department next.

After posting here I got 4 answers from 4 different people saying let’s work this out as a team. The last person Lisa left a text as well as a voice mail.  The voice mail first gave the WRONG NUMBER to call back on.  Once I had the correct number and called that the #3 prompt she said to use asked for a 13 digit account number.  Mine is 9 and after entering that AT&T automatically disconnected me.

I am now back on hold for a second time on a different number and have wasted an additional 30 minutes this afternoon in an attempt to resolve the issue which AT&T seems to have no interest NOR commitment to resolve though a person that can actually do so.  

It seems the business model is to pass customers around and never resolving anything with someone who actually knows what they are doing and can do so.

After spending more than an hour on the phone with the third representative I was passed around to yesterday afternoon it became clear that the toll free line I cancelled in Novemeber, and one of my employees followed up to make sure was cancelled in December, when he called to ask about a final bill, had not yet been cancelled.  Supposedly this third representative NOW put in a request to cancel the line.  However, she could not do anything about the December and January bill that I have received for calls received 2 Months AFTER cancelling the line.  As the line first had to be diconnect d and she had no notes in the account as to the November and December calls.  

To believe that a company that can’t even give the correct call back numbers, plus asks for an account number that is 4 digits more than what our account t number is, keeps accurate notes and records, is flabbergasting at the least. 

To pretend they have an interest in working something out as a “team” is nice words but are neither authentic nor do they have any integrity.  They simply are the “right or good” thing to say and have absolutely NO substance.  

I was an AT&T customer for over 20 years and spent close to $1,000.00/month on my business phones.  Today I spend less than $200.00/month for the same number of lines, unlimited international data and extremely LOW international calling fees when not connected to wifi with Google-Fi.

Why ANYONE stays with AT&T given their lack of service and non competitive pricing is beyond me.",pfbid0gww3oizmRNwb66PAAqhFygrcwSs9QraFNk5kheW2xdtjWa8gDGJ5MtWWc7ZvzUMKl,"""2023-03-01T12:26:27.000Z""",0,6,facebook,the incompetence by att continues to surprise me i spent an hour on hold being passed between different people this morning each claiming they would connect me to the correct department next after posting here i got answers from different people saying lets work this out as a team the last person lisa left a text as well as a voice mail the voice mail first gave the wrong number to call back on once i had the correct number and called that the prompt she said to use asked for a digit account number mine is and after entering that att automatically disconnected me i am now back on hold for a second time on a different number and have wasted an additional minutes this afternoon in an attempt to resolve the issue which att seems to have no interest nor commitment to resolve though a person that can actually do so it seems the business model is to pass customers around and never resolving anything with someone who actually knows what they are doing and can do so after spending more than an hour on the phone with the third representative i was passed around to yesterday afternoon it became clear that the toll free line i cancelled in novemeber and one of my employees followed up to make sure was cancelled in december when he called to ask about a final bill had not yet been cancelled supposedly this third representative now put in a request to cancel the line however she could not do anything about the december and january bill that i have received for calls received months after cancelling the line as the line first had to be diconnect d and she had no notes in the account as to the november and december calls to believe that a company that cant even give the correct call back numbers plus asks for an account number that is digits more than what our account t number is keeps accurate notes and records is flabbergasting at the least to pretend they have an interest in working something out as a team is nice words but are neither authentic nor do they have any integrity they simply are the right or good thing to say and have absolutely no substance i was an att customer for over years and spent close to month on my business phones today i spend less than month for the same number of lines unlimited international data and extremely low international calling fees when not connected to wifi with googlefi why anyone stays with att given their lack of service and non competitive pricing is beyond me,"['toxic', 'harassment', 'misinformation']",1
Don't skip the part where the customer is promised a VISA GIFT CARD but gets nothing. Verizon seems pretty proud of that. Thieves.,pfbid0vmRfeLdrZaxYoMvS4aq9DdcmexYQNdAyYgd1J4g81PWGeyLYFtVMBGgK1SxGqd96l,"""2024-02-17T18:24:48.000Z""",0,1,facebook,dont skip the part where the customer is promised a visa gift card but gets nothing verizon seems pretty proud of that thieves,"['misinformation', 'harassment']",1
So beautiful 😍,tra███wit███lad███,2023-02-02T11:47:41.000Z,1,1,instagram,so beautiful,[],0
😍😍😍,uni███aga███ay,2024-06-16T15:54:28.000Z,1,1,instagram,,,0
I make $10k profit every week with the help of my amazing trader@Austin_scott_trade,gle███fra███,"""2024-09-29T07:48:02.000Z""",1,1,tiktok,i make k profit every week with the help of my amazing,[],0
"CPF, identity, telephone, electricity bill, car, total animals",rod███ues███mun█████████,2024-11-13T19:12:56.000Z,1,2,instagram,cpf identity telephone electricity bill car total animals,[],0
"Schroder in the Warriors! 

Now the team of Stephen Curry and Gui Santos will get off?

#Nbanaespn",ESP███asi███,"""2024-12-15T01:32:00.000Z""",13,3,twitter,schroder in the warriors now the team of stephen curry and gui santos will get off nbanaespn,"['violence', 'harassment', 'blackmail']",1
"Thank you Alan for coming out and inspecting our A/C and Furnace. I really appreciate your knowledge and thoroughness ,   See you next time…",pfbid0cwyGAVaZQLBaLeHrwW42PRCw14QTXbJGoeVDZJjZMTRGBENDyueWLJfo7iauSjohl,"""2024-08-18T17:02:29.000Z""",0,1,facebook,thank you alan for coming out and inspecting our ac and furnace i really appreciate your knowledge and thoroughness see you next time,[],0
It's about it👏🏼👏🏼👏🏼! Let's follow 👏👏👏,pre███obe███,2024-11-29T12:48:37.000Z,1,1,instagram,its about it lets follow,[],0
Crack,pix███nov███nam███,"""2024-12-11T09:32:14.000Z""",0,0,tiktok,crack,[],0
@theresa_neequaye,de_███us_███ery███,2024-03-29T14:25:26.000Z,2,1,instagram,theresaneequaye,[],0
So thankful for you all. Wish we would have gotten pics of remote working crew! ❤️❤️❤️,100063578140649,"""2022-09-16T19:57:24.000Z""",0,0,facebook,so thankful for you all wish we would have gotten pics of remote working crew,[],0
Niko & Nash!,pfbid0P5XczQZZC1Y2iJRKHwkNmHqz8d8szkWExBrQ2EVCLsLTkWNHkXYCcvPbBiNfTZhtl,"""2024-08-27T01:54:49.000Z""",0,0,facebook,niko nash,[],0
"A strong final season at the Scuderia for Sainz 🏆 🏆 

#F1",F1,"""2024-12-15T13:16:00.000Z""",9263,91,twitter,a strong final season at the scuderia for sainz f,[],0
"We are thrilled to have Todd Chambers back on the Chief Outsiders team.  He is a seasoned CMO seamlessly working with clients to deliver outcomes. 
#leadership #transformation #growth",pfbid0JMXCQPDDbCYPwQjTyDQt1dRsAFiwQpyMZvGUNGfA6FqgLXs4d5TLjGVX3JBaZ2XNl,"""2024-08-11T12:56:02.000Z""",0,0,facebook,we are thrilled to have todd chambers back on the chief outsiders team he is a seasoned cmo seamlessly working with clients to deliver outcomes leadership transformation growth,[],0
Hungry Spirit Kkkkk,luz███lva███,2024-10-31T18:56:14.000Z,1,1,instagram,hungry spirit kkkkk,[],0
Dm is not texting?,pfbid02Q7hit6AK8drxx2A3xeDkEUBk5wkbYM45L8YEStf4jQE6dmVa7uFP7aVADnm4zNSsl,"""2024-01-12T14:52:05.000Z""",0,1,facebook,dm is not texting,['misinformation'],1
Demmie Sablan Pagarao Lol,pfbid0pq5yfKxTQxybZT5eQ61ZRT2d358edoGjHuBuvtZKHrRhoiyL3GzDZs81cJ1PsRmql,"""2024-01-12T13:16:41.000Z""",0,3,facebook,demmie sablan pagarao lol,['explicit_minor'],1
Aaaaaaaa,pix███nov███nam███,"""2024-12-11T09:28:50.000Z""",0,0,tiktok,aaaaaaaa,[],0
ARRIVE LOGOOOO 🇮🇱,bor███gui███,2024-05-08T23:26:22.000Z,1,1,instagram,arrive logoooo,[],0
❤️❤️❤️top 🔥🔥,noo███dee███awa██████,2024-07-02T07:34:52.000Z,1,1,instagram,top,[],0
"From the spot! 🫡

Fowler remains cool for @ManCityWomen 

#BarclaysWSL",Bar███ysW███,"""2024-12-15T14:18:58.000Z""",192,3,twitter,from the spot fowler remains cool for mancitywomen barclayswsl,[],0
Milo No1 is delicious 👍,กนก███นทอ███,"""2024-02-10T17:47:15.000Z""",0,0,tiktok,milo no is delicious,['explicit_minor'],1
F*** AT&T but this commercial is FIRE,100010275123436,"""2023-05-09T03:02:58.000Z""",0,0,facebook,f att but this commercial is fire,[],0
"70 million plus current and former users personal info including SS#s now in the Dark Web.  Nice work, good protection.  👍 waiting for we're sorry statements to start flowing from the mouths of PR staff.",pfbid05fE4fXWUr3krt4y1Y1W49nFU2HNF4QVC5Z6FqmeY86JLJ1LuKyxP1hDhYsM3h2AWl,"""2024-03-31T22:49:01.000Z""",0,0,facebook,million plus current and former users personal info including sss now in the dark web nice work good protection waiting for were sorry statements to start flowing from the mouths of pr staff,['toxic'],1
Trendy NYC neighborhood invaded by ‘Greenpoint Stink’ — and locals have savage take on promise it’ll soon smell better: ‘Biggest bulls–t’,nyp███,"""2024-12-15T18:15:53.000Z""",28,8,twitter,trendy nyc neighborhood invaded by greenpoint stink and locals have savage take on promise itll soon smell better biggest bullst,"['blackmail', 'toxic']",1
"He is really a slave from the three surnames.
#Gu Ailing",Tru███edi███3,"""2024-01-15T00:12:05.000Z""",1454,411,twitter,he is really a slave from the three surnames gu ailing,"['toxic', 'misinformation', 'harassment']",1
Thanks for taking me along for my 2nd time (with your pics),ama███ck,2022-06-02T09:16:02.000Z,1,1,instagram,thanks for taking me along for my nd time with your pics,[],0
The Union Attorney General said that Walter Braga Netto's pre-trial detention avoids interference in the investigation that investigates the coup plan after the 2022 election results. The general was arrested on Saturday morning (14).  #CNNBRASIL,CNN███sil███,"""2024-12-15T00:01:01.000Z""",169,83,twitter,the union attorney general said that walter braga nettos pretrial detention avoids interference in the investigation that investigates the coup plan after the election results the general was arrested on saturday morning cnnbrasil,[],0
"President Biden has the power to enshrine gender equality in the Constitution before he leaves office. All he needs to do is sign it.

I spoke with @WashingtonPost about my push with @RepPressley urging @POTUS to #PublishTheERA ⬇️",Rep███i,"""2024-12-15T16:47:32.000Z""",20,5,twitter,president biden has the power to enshrine gender equality in the constitution before he leaves office all he needs to do is sign it i spoke with washingtonpost about my push with reppressley urging potus to publishtheera,[],0
I was down 20%,S_o███s,"""2024-08-13T08:21:40.000Z""",0,0,tiktok,i was down,[],0
"Hey, ôi ✈️✈️✈️ Who wants money ??? @Sbtonline Thanks for the pampering, amoree #melhoresdoano #Sunday",tvg███o,"""2024-12-15T22:59:00.000Z""",1740,18,twitter,hey i who wants money sbtonline thanks for the pampering amoree melhoresdoano sunday,[],0
"HISTORY. 

@ImChelseaGreen is the first-ever Women's United States Champion! 🇺🇸

#SNME",WWE,"""2024-12-15T02:27:40.000Z""",35883,888,twitter,history imchelseagreen is the firstever womens united states champion snme,[],0
Is S&P500 VUSA and VWRL 50|50 good?,rs4███,"""2024-06-05T23:08:02.000Z""",1,1,tiktok,is sp vusa and vwrl good,[],0
@noa.olivia.amar so happy you’re my sister 💕,dar███ose███ol,2024-11-14T23:10:53.000Z,1,1,instagram,noaoliviaamar so happy youre my sister,[],0
😍😍,ham███has███has███,2022-01-25T12:36:21.000Z,1,1,instagram,,,0
⏰ @LCFC have earned points from goals scored in the 90th minute or later three times this season!,pre███rle███e,"""2024-12-09T07:50:08.000Z""",7491,136,twitter,lcfc have earned points from goals scored in the th minute or later three times this season,[],0
😁😁😁😁,Ism███15,"""2024-11-15T04:07:23.000Z""",0,0,tiktok,,,0
Scam artist at their finest! I’ve been fighting with these scammers for the last three months! If I had an option to leave this horrible company I would! Nobody speaks English and nobody knows what the hell is going on! This company by far the WORST PHONE COMPANY EVER!!!,pfbid02uxgaLNi9nfR3aH4j3Mp7emcnHDzPSLdh75LcVVJvQJ9j2Sv4kSbhx1tJqTbpaxH7l,"""2023-06-09T15:41:58.000Z""",0,0,facebook,scam artist at their finest ive been fighting with these scammers for the last three months if i had an option to leave this horrible company i would nobody speaks english and nobody knows what the hell is going on this company by far the worst phone company ever,['toxic'],1
"My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana",Tho███pat███,"""2024-10-02T01:37:53.000Z""",0,0,tiktok,my turned into interested in crypto trading but dont know how to trade and you need trading guidance contact melissa mariana,[],0
"FT: Celtic 3-3 Rangers.

We're headed to extra-time.

#CELRAN | #PremierSportsCup | #CelticFC🍀",Cel███FC,"""2024-12-15T17:31:15.000Z""",244,105,twitter,ft celtic rangers were headed to extratime celran premiersportscup celticfc,[],0
@edMondoa_ @YaWoGBEDA @AFOLEY,ser███mad███,2024-04-23T17:13:36.000Z,3,2,instagram,edmondoa yawogbeda afoley,[],0
What 212 isn’t protected? What about money in the 212 cash isa?,Jay███rdt███,"""2024-09-18T06:54:00.000Z""",0,1,tiktok,what isnt protected what about money in the cash isa,['toxic'],1
we need a nice big green day,Tom███Per███al █████████,"""2024-09-10T16:44:49.000Z""",1,2,tiktok,we need a nice big green day,[],0
Why will the NDC sign this nonsense,100078731670196,"""2024-11-28T16:24:38.000Z""",0,1,facebook,why will the ndc sign this nonsense,"['misinformation', 'toxic']",1
Thanks for the rate increases.,pfbid02u43VpgvnKFPV6BqMX43QzZtG646urwXeVj8dWAoNsH96FSpV5YyCS6P9oFcE7bHAl,"""2024-01-25T21:05:17.000Z""",0,0,facebook,thanks for the rate increases,[],0
"Hi dr.jubairsfinance, I didn’t declare my money and I am laundering it all and not paying a penny in tax. Will banks report me when I apply for a mortgage?",hat███and███3 o██████,"""2024-10-01T00:21:24.000Z""",1,5,tiktok,hi drjubairsfinance i didnt declare my money and i am laundering it all and not paying a penny in tax will banks report me when i apply for a mortgage,['toxic'],1
John mahama,pfbid0fTz3YE28ntf9LujPh1H1U1Z8QPT8sfE1xY589twy4fsaz2uiUPrzZP6bsCPH2DWFl,"""2024-11-28T15:16:46.000Z""",0,0,facebook,john mahama,[],0
Thanks for making a video on my comment,Ali███Kha███,"""2024-11-23T01:09:55.000Z""",1,1,tiktok,thanks for making a video on my comment,[],0
👏🏾,pfbid0SqQKgjFwHpiKAVdCiM9VxgxnPzcY7dkxEBufxrThcmbzRMjT1fpdsyKxrPjhgprXl,"""2022-12-04T20:01:59.000Z""",0,0,facebook,,,0
Put NewsMax!! back on Direct TV 📺,100004709924278,"""2023-02-05T00:01:39.000Z""",0,0,facebook,put newsmax back on direct tv,[],0
"Just signed up, course looks amazing.",use███ope███,"""2024-11-12T19:16:31.000Z""",6,1,tiktok,just signed up course looks amazing,[],0
"You have to be very nice beautiful, enjoy it to the maximum 😍🌈🙏🌻❤❤",lau███abr███,2022-11-12T19:01:58.000Z,1,1,instagram,you have to be very nice beautiful enjoy it to the maximum,[],0
Mean @alex_albon 🙄😋,haj███ild███,2024-10-24T13:17:16.000Z,0,1,instagram,mean alexalbon,[],0
"Yanez had to be alert as Gabby George sent an inviting cross into the box 🧤

#BarclaysWSL @cpfc_w",Bar███ysW███,"""2024-12-15T14:16:11.000Z""",60,1,twitter,yanez had to be alert as gabby george sent an inviting cross into the box barclayswsl cpfcw,"['blackmail', 'harassment', 'cyberbullying']",1
😍😍😍,ala███meh███an,2024-07-04T12:43:35.000Z,1,1,instagram,,,0
"My understanding is that ‘uninvested cash’ earning T212 interest IS FSCS protected, just as is every stock position (eg. S&P500 shares), up to the value of £85,000 per account",non███ens███vie███,"""2024-10-03T09:54:44.000Z""",2,7,tiktok,my understanding is that uninvested cash earning t interest is fscs protected just as is every stock position eg sp shares up to the value of per account,[],0
Emily Elizabeth 😂🤣🤭🙂🙃,pfbid02TE7oGtyzoGuDof9j9yUGrYazjTUqXEdLVjFEN93AeNQBMSVwxKRNwJxXorrHZ1xFl,"""2024-01-11T22:11:18.000Z""",0,2,facebook,emily elizabeth,[],0
"Again DCA is still better bro, you’ve tried to time the market and it won’t work.",Jay███rdt███,"""2024-08-22T21:50:32.000Z""",1,4,tiktok,again dca is still better bro youve tried to time the market and it wont work,[],0
Can you read me now?....(left on seen) good!🤣,pfbid0r1EWXnupiZPjpnqnRzRpCxRN7mT8DiVS9hPFAaPbcWcPsuQVg2MnchGvnMF1mpo7l,"""2024-01-12T02:56:55.000Z""",0,0,facebook,can you read me nowleft on seen good,[],0
Societal regression,pfbid02kdyzdjNsbGYHu7bfRi9sUiEwVHN2xgG9JLoQoDhg5siqkVmbyV6NdtSqPWcf7qxZl,"""2024-01-11T23:02:50.000Z""",0,0,facebook,societal regression,['toxic'],1
"Just over half an hour played and we’re still searching for an opener 🔎

#MUWomen",Man███Wom███,"""2024-12-15T14:35:04.000Z""",407,20,twitter,just over half an hour played and were still searching for an opener muwomen,[],0
Congrats👏👏❤️,the███lik███up,2024-11-04T17:25:42.000Z,1,1,instagram,congrats,[],0
We found out that since 2016 AT&T was charging us for insurance for 4 phones rather than 2.   We never even contracted for the insurance in the first place. They gave us credit for 3 months of the fees. That’s thousands of $ they ripped us off.  Has anyone else had experiences like this?,pfbid02u6zXAAJhP3cbXEWRdXFxHyjQFd2mLix3UFrhnUnEaSCjA1q9M8X9EjwFweGRvewQl,"""2023-10-22T07:43:27.000Z""",0,5,facebook,we found out that since att was charging us for insurance for phones rather than we never even contracted for the insurance in the first place they gave us credit for months of the fees thats thousands of they ripped us off has anyone else had experiences like this,"['toxic', 'harassment']",1
Crazy my life,non███anz███aim███,2020-05-24T07:57:45.000Z,1,1,instagram,crazy my life,[],0
You are on fire girl!!🔥🔥🔥,liv███nla███gas███,2024-11-13T15:33:53.000Z,1,1,instagram,you are on fire girl,[],0
"Since 2020, the global economy has been pummelled by a succession of shocks: the pandemic, a fiscal spending bonanza, an inflation spike, the invasion of Ukraine and more. As the dust settles, what has changed? Read more in The World Ahead",The███nom███,"""2024-12-15T13:42:01.000Z""",44,7,twitter,since the global economy has been pummelled by a succession of shocks the pandemic a fiscal spending bonanza an inflation spike the invasion of ukraine and more as the dust settles what has changed read more in the world ahead,[],0
Hiiiiii @anabelbakala ily💙🩵,ann███ott███,2024-11-15T16:19:01.000Z,1,1,instagram,hiiiiii anabelbakala ily,[],0
Hmmmm,pfbid0B3tqdmKEmM634StPpAV2rqGU8xbZdEvWA5c62CJhoZGeqk1QWRNZMQFC4TwAcX7cl,"""2024-11-28T08:41:05.000Z""",0,0,facebook,hmmmm,[],0
wannabe white boy,Fak███,"""2024-06-17T10:27:33.000Z""",1,1,tiktok,wannabe white boy,['explicit_minor'],1
Bill Belichick receives roaring ovation during North Carolina basketball game,nyp███,"""2024-12-15T01:46:24.000Z""",165,20,twitter,bill belichick receives roaring ovation during north carolina basketball game,[],0
"This co-main has been ACTION PACKED since the start 👊

[ Tune in NOW on @ESPNPlus &amp; ESPN2 ]",ufc,"""2024-12-15T05:34:07.000Z""",1012,58,twitter,this comain has been action packed since the start tune in now on espnplus amp espn,[],0
🎓🎓🎓🎓🎓🎓,kan███ina███dle███,2024-08-16T08:27:12.000Z,1,1,instagram,,,0
Very pretty,mis███ath███ria███,2024-11-15T03:08:42.000Z,1,1,instagram,very pretty,[],0
Countries are getting choosier over who gets to become a citizen and how,bus███ss,"""2024-12-15T01:41:03.000Z""",19,9,twitter,countries are getting choosier over who gets to become a citizen and how,[],0
what do u expect this index to do for u in one year u ecpections,Guy███iee███,"""2024-06-01T22:58:27.000Z""",1,4,tiktok,what do u expect this index to do for u in one year u ecpections,[],0
Ben Hultman I feel attacked,pfbid0gZYZmQv4wgZuZfR1AJaNmuasBktau3Z1AD44XgR2HupqChLhXmLVnJ9xQdLRHo3Gl,"""2024-01-12T22:16:55.000Z""",0,1,facebook,ben hultman i feel attacked,"['harassment', 'violence', 'toxic']",1
"😳 😳 😳 

@DMcIntyreWWE just threw @SamiZayn with ease! 😮‍💨

#SNME",WWE,"""2024-12-15T01:15:12.000Z""",3322,116,twitter,dmcintyrewwe just threw samizayn with ease snme,['violence'],1
Ashlee Lewis 😂,pfbid06E6etXgeHUpdoLrZTGGTVQfYDUgcfzK4mtc6w8zxPFubd2VajGAbgLKGH47u1e9kl,"""2024-01-11T23:00:15.000Z""",0,0,facebook,ashlee lewis,[],0
Happy birthday!,pfbid02VkTaoEgtyLxdZ21VsHybAAVeG2mdcJtnMBFj3oV3J1s9rnZ4kMbH5U49BwRLFrTCl,"""2024-09-14T01:15:43.000Z""",0,0,facebook,happy birthday,[],0
"Thank you & You Too! In 2014, I signed up for an Autobiography Writing Class. In 2019, I sat at my computer; and in 2020 my autobiography, PLANET EARTH-ONE DAY IN SCHOOL, was published at Amazon with 13-five-star-reviews (B08KH3QMB6). The two themes are: 1) My Metaphysical Journey from poor immigrant Italian grandparents in Jersey City, N.J. to a Doctorate in Metaphysics and a move to Denver, CO. 2) Racial Restoration. In a Past Life Workshop, I experienced a young black girl with pigtails, who lived on a southern plantation; and a male wearing a wig, who could be one of the signers of the Declaration of Independence. A black person can have a past life being white, and a white supremest can have a past life being black. Can we all join together and BE ALL THAT WE CAN BE?
At 88-yrs-young, I am the only white person in my family of an adult son, a son who passed at 27, a Yale graduate & All-State Strong Safety football player, two grandchildren, and a gorgeous four-yr-old-great-grandson.❤🌎😎",pfbid0fNR2T8AjHb1Cr4Rb7wUqh9WXnqBedJuSPMkSTje7XhxgxzhtsEUSMHfU94GkaJZVl,"""2024-10-31T19:19:41.000Z""",0,0,facebook,thank you you too in i signed up for an autobiography writing class in i sat at my computer and in my autobiography planet earthone day in school was published at amazon with fivestarreviews bkhqmb the two themes are my metaphysical journey from poor immigrant italian grandparents in jersey city nj to a doctorate in metaphysics and a move to denver co racial restoration in a past life workshop i experienced a young black girl with pigtails who lived on a southern plantation and a male wearing a wig who could be one of the signers of the declaration of independence a black person can have a past life being white and a white supremest can have a past life being black can we all join together and be all that we can be at yrsyoung i am the only white person in my family of an adult son a son who passed at a yale graduate allstate strong safety football player two grandchildren and a gorgeous fouryroldgreatgrandson,[],0
How to watch the ‘Yellowstone’ series finale: Start time and what to know,nyp███,"""2024-12-15T12:02:48.000Z""",36,19,twitter,how to watch the yellowstone series finale start time and what to know,[],0
"Be careful with Verizon! If you’re on automatic payment, and you leave Verizon, but you have a balance due left for like your new phone. They will automatically take it out of the account on the due date regardless of the amount without your permission. Apparently, it’s quite a common thing they do.they just charged me $847. Yes I was going to pay it but I was gonna call and make payment plans. So if they punish you for being a faithful automatic payer and leaving their company. I can’t wait for the class action lawsuit for this one.",1513141515,"""2024-02-17T13:40:44.000Z""",0,4,facebook,be careful with verizon if youre on automatic payment and you leave verizon but you have a balance due left for like your new phone they will automatically take it out of the account on the due date regardless of the amount without your permission apparently its quite a common thing they dothey just charged me yes i was going to pay it but i was gonna call and make payment plans so if they punish you for being a faithful automatic payer and leaving their company i cant wait for the class action lawsuit for this one,"['toxic', 'harassment']",1
@akosuanyame.waa my comforter 😍😍😍,awi███di,2024-04-11T14:59:26.000Z,2,2,instagram,akosuanyamewaa my comforter,[],0
great,Den███ Sl███r,"""2024-11-16T16:49:34.000Z""",1,0,tiktok,great,[],0
Should have kept all of it in S&o as the gains today were crazy,Qas███Zaf███,"""2024-06-12T19:07:00.000Z""",1,2,tiktok,should have kept all of it in so as the gains today were crazy,[],0
Milo will be more delicious than the 4 -pointed tube.,Jerry,"""2024-02-10T09:24:41.000Z""",1,0,tiktok,milo will be more delicious than the pointed tube,[],0
"I received the attached email today. I have to say, I'd be happy simply to have standard 4G service in my house and in my yard.",pfbid0oXQMweHYDU55UETJaXAPcUtennQUq9N8T2rN7QZeRj4cmWfGiYPK3TExQ5nGXieol,"""2024-01-25T20:58:13.000Z""",0,6,facebook,i received the attached email today i have to say id be happy simply to have standard g service in my house and in my yard,[],0
"Storms across US bring heavy snow in NY, dangerous ice and a tornado in California",nyp███,"""2024-12-15T10:11:47.000Z""",67,21,twitter,storms across us bring heavy snow in ny dangerous ice and a tornado in california,[],0
"Lula was discharged this Sunday (15). The president has been hospitalized since Monday (9) in São Paulo, where he underwent surgery to drain a bruise on his head - still due to the fall he suffered at home in October.

➡ Watch #globonews:",Glo███ews███,"""2024-12-15T17:47:29.000Z""",263,64,twitter,lula was discharged this sunday the president has been hospitalized since monday in so paulo where he underwent surgery to drain a bruise on his head still due to the fall he suffered at home in october watch globonews,[],0
Be technically correct. When you sell/dispose stocks you do not have to pay tax. Taking money out of the ISA is irrelevant,tik███3r,"""2024-09-30T22:32:41.000Z""",3,2,tiktok,be technically correct when you selldispose stocks you do not have to pay tax taking money out of the isa is irrelevant,[],0
"Nothing like one day after the other, huh! 👀 Remember that this song has been sung countless times by the city fans for Erik Ten Hag. We lived the day she was sung for Pep Guardiola ... 😳 #premierleague",TNT███rts███,"""2024-12-15T18:43:38.000Z""",388,16,twitter,nothing like one day after the other huh remember that this song has been sung countless times by the city fans for erik ten hag we lived the day she was sung for pep guardiola premierleague,[],0
"Remember when being ""in"" was the thing?",1792876465,"""2024-01-12T00:19:08.000Z""",0,0,facebook,remember when being in was the thing,[],0
My love perpetuates you,shr███_al███m,2024-07-24T17:24:40.000Z,1,1,instagram,my love perpetuates you,['toxic'],1
every day he don’t invest that in s and p 500 or index he’s losing £54,m_z███ib1███,"""2024-11-09T18:12:53.000Z""",1,2,tiktok,every day he dont invest that in s and p or index hes losing,['toxic'],1
German Chancellor Olaf Scholz will submit to a parliamentary vote of confidence on Monday that he has every intention of losing to trigger a snap election. Here’s what you need to know:,bus███ss,"""2024-12-16T05:08:06.000Z""",11,6,twitter,german chancellor olaf scholz will submit to a parliamentary vote of confidence on monday that he has every intention of losing to trigger a snap election heres what you need to know,['toxic'],1
"The fight over reproductive rights in America looks set to shift from political to legal arenas. Most likely, access to abortion will continue to diverge in 2025",The███nom███,"""2024-12-15T01:42:33.000Z""",14,4,twitter,the fight over reproductive rights in america looks set to shift from political to legal arenas most likely access to abortion will continue to diverge in,[],0
0,100024632191206,"""2024-02-05T23:38:46.000Z""",0,0,facebook,,,0
Ahlan 😍😍,fol███ory███sig███,2024-01-29T06:04:32.000Z,1,1,instagram,ahlan,[],0
What a dream!!!!!,pia███pon███,2022-11-29T14:40:01.000Z,1,1,instagram,what a dream,[],0
You are the killers of joy.,pfbid035ib3Jv7kFuohY8EMqzreFFcz87zecxNfAoNDx9yuZfxj1bqVWYZxFvrCsNsCu1Dl,"""2024-04-21T22:27:26.000Z""",0,0,facebook,you are the killers of joy,"['toxic', 'violence', 'harassment']",1
O God,sep███gan███,2024-07-21T18:33:28.000Z,1,1,instagram,o god,[],0
Worse company ever!! I have been on the phone with their “advanced technical support” for 8 hours over the last 4 days and they still cannot get out account straight,pfbid026sfZ72QxDJ1kQkgaYtxv6pXEmR3RE5Vhc4icSfDb2abz3L9E32Q3W6zYVDqDM86nl,"""2023-05-19T20:42:50.000Z""",0,6,facebook,worse company ever i have been on the phone with their advanced technical support for hours over the last days and they still cannot get out account straight,"['toxic', 'misinformation']",1
Gorgeous ❤️❤️❤️,kun███abr███tud███,2024-06-19T21:04:10.000Z,1,1,instagram,gorgeous,[],0
